Wetland,Vegetation,Collection Date,Depth (m),Percent FullBy DepthReading,2d Area(Surface Area m2),Percentof Total2d Area,3d Area(Basin Surface Area m2),Percentof Total3d Area,Volume (m3),Percentof TotalVolume
W11,Swamp,7/30/98,0.69,59.4828,50327.5707,66.1079,50344.7454,66.1056,18767.891,38.7168
W11,Swamp,8/5/98,0.75,64.6552,53463.8999,70.2276,53482.5601,70.2258,21881.2199,45.1394
W11,Swamp,8/12/98,0.73,62.931,52408.1931,68.8409,52426.3566,68.8389,20822.5194,42.9554
W11,Swamp,8/19/98,0.8,68.9655,56160.9326,73.7703,56180.8405,73.7688,24621.5001,50.7924
W11,Swamp,9/2/98,0.73,62.931,52408.1931,68.8409,52426.3566,68.8389,20822.5194,42.9554
W11,Swamp,9/9/98,0.84,72.4138,58374.3831,76.6778,58395.2952,76.6765,26912.0495,55.5177
W11,Swamp,9/16/98,0.78,67.2414,55072.4239,72.3405,55091.8317,72.3388,23509.187,48.4978
W11,Swamp,9/23/98,0.75,64.6552,53463.8999,70.2276,53482.5601,70.2258,21881.2199,45.1394
W11,Swamp,9/30/98,0.97,83.6207,65833.5749,86.4758,65857.6254,86.475,34988.0226,72.1778
W11,Swamp,10/9/98,0.96,82.7586,65287.9895,85.7591,65311.8108,85.7583,34332.4141,70.8254
W11,Swamp,10/13/98,0.94,81.0345,64194.5456,84.3229,64217.9111,84.3219,33037.5836,68.1542
W11,Swamp,10/21/98,0.89,76.7241,61201.92,80.3919,61224.0974,80.3909,29901.1828,61.6841
W11,Swamp,10/28/98,0.85,73.2759,58934.651,77.4137,58955.8151,77.4125,27498.5925,56.7277
W11,Swamp,11/4/98,0.84,72.4138,58374.3831,76.6778,58395.2952,76.6765,26912.0495,55.5177
W11,Swamp,11/11/98,0.8,68.9655,56160.9326,73.7703,56180.8405,73.7688,24621.5001,50.7924
W11,Swamp,11/18/98,0.84,72.4138,58374.3831,76.6778,58395.2952,76.6765,26912.0495,55.5177
W11,Swamp,11/23/98,0.83,71.5517,57816.7174,75.9452,57837.3778,75.9439,26331.0961,54.3192
W11,Swamp,12/2/98,0.8,68.9655,56160.9326,73.7703,56180.8405,73.7688,24621.5001,50.7924
W11,Swamp,12/9/98,0.78,67.2414,55072.4239,72.3405,55091.8317,72.3388,23509.187,48.4978
W11,Swamp,12/16/98,0.75,64.6552,53463.8999,70.2276,53482.5601,70.2258,21881.2199,45.1394
W11,Swamp,12/23/98,0.74,63.7931,52934.5098,69.5322,52952.9215,69.5303,21349.2304,44.042
W11,Swamp,12/30/98,0.78,67.2414,55072.4239,72.3405,55091.8317,72.3388,23509.187,48.4978
W11,Swamp,1/6/99,0.8,68.9655,56160.9326,73.7703,56180.8405,73.7688,24621.5001,50.7924
W11,Swamp,1/20/99,0.83,71.5517,57816.7174,75.9452,57837.3778,75.9439,26331.0961,54.3192
W11,Swamp,2/3/99,0.96,82.7586,65287.9895,85.7591,65311.8108,85.7583,34332.4141,70.8254
W11,Swamp,2/17/99,0.95,81.8966,64741.6563,85.0415,64765.2494,85.0406,33682.2653,69.4842
W11,Swamp,3/3/99,0.97,83.6207,65833.5749,86.4758,65857.6254,86.475,34988.0226,72.1778
W11,Swamp,3/17/99,0.98,84.4828,66378.5054,87.1916,66402.7858,87.1908,35649.0833,73.5416
W11,Swamp,3/31/99,0.98,84.4828,66378.5054,87.1916,66402.7858,87.1908,35649.0833,73.5416
W11,Swamp,4/14/99,0.88,75.8621,60631.1112,79.6421,60653.0346,79.641,29292.0199,60.4274
W11,Swamp,4/28/99,0.75,64.6552,53463.8999,70.2276,53482.5601,70.2258,21881.2199,45.1394
W11,Swamp,5/12/99,0.64,55.1724,47577.5825,62.4956,47593.5118,62.4931,16318.8516,33.6647
W11,Swamp,5/27/99,0.33,28.4483,21650.0504,28.4385,21658.239,28.4385,5030.9814,10.3786
W11,Swamp,6/9/99,0,0,0,0,0,0,0,0
W11,Swamp,6/23/99,0,0,0,0,0,0,0,0
W11,Swamp,7/7/99,0.37,31.8966,24948.6091,32.7713,24957.7247,32.771,5959.9392,12.2949
W11,Swamp,7/21/99,0.68,58.6207,49807.6177,65.4249,49824.5463,65.4226,18267.2134,37.684
W11,Swamp,8/3/99,0.57,49.1379,43538.9149,57.1906,43553.0674,57.1878,13128.1831,27.0825
W11,Swamp,8/19/99,0.25,21.5517,16935.418,22.2455,16941.8842,22.2457,3501.0235,7.2224
W11,Swamp,8/30/99,0,0,0,0,0,0,0,0
W11,Swamp,9/15/99,0,0,0,0,0,0,0,0
W11,Swamp,9/29/99,0,0,0,0,0,0,0,0
W11,Swamp,10/13/99,0,0,0,0,0,0,0,0
W11,Swamp,10/28/99,0,0,0,0,0,0,0,0
W11,Swamp,11/10/99,0,0,0,0,0,0,0,0
W11,Swamp,11/23/99,0,0,0,0,0,0,0,0
W11,Swamp,12/9/99,0,0,0,0,0,0,0,0
W11,Swamp,12/22/99,0,0,0,0,0,0,0,0
W11,Swamp,1/5/00,0,0,0,0,0,0,0,0
W11,Swamp,1/20/00,0,0,0,0,0,0,0,0
W11,Swamp,2/2/00,0,0,0,0,0,0,0,0
W11,Swamp,2/13/00,0.15,12.931,11021.0976,14.4768,11025.6709,14.4774,2049.8891,4.2288
W11,Swamp,3/2/00,0.14,12.069,10415.742,13.6816,10420.1851,13.6823,1942.7828,4.0078
W11,Swamp,3/15/00,0.35,30.1724,23185.3679,30.4552,23194.0147,30.4551,5479.0088,11.3028
W11,Swamp,3/30/00,0.42,36.2069,32951.3036,43.2832,32961.6459,43.2806,7368.2945,15.2003
W11,Swamp,4/12/00,0.24,20.6897,16463.245,21.6253,16469.5069,21.6254,3334.0409,6.8779
W11,Swamp,4/28/00,0.08,6.8966,7526.4215,9.8863,7530.1235,9.8875,1406.7726,2.9021
W11,Swamp,5/10/00,0,0,0,0,0,0,0,0
W11,Swamp,5/24/00,0,0,0,0,0,0,0,0
W11,Swamp,7/5/00,0,0,0,0,0,0,0,0
W11,Swamp,7/19/00,0,0,0,0,0,0,0,0
W11,Swamp,8/3/00,0,0,0,0,0,0,0,0
W11,Swamp,8/16/00,0,0,0,0,0,0,0,0
W11,Swamp,8/30/00,0,0,0,0,0,0,0,0
W11,Swamp,9/13/00,0,0,0,0,0,0,0,0
W11,Swamp,9/25/00,0,0,0,0,0,0,0,0
W11,Swamp,10/12/00,0,0,0,0,0,0,0,0
W11,Swamp,10/24/00,0,0,0,0,0,0,0,0
W11,Swamp,11/8/00,0,0,0,0,0,0,0,0
W11,Swamp,11/22/00,0,0,0,0,0,0,0,0
W11,Swamp,12/7/00,0,0,0,0,0,0,0,0
W11,Swamp,12/20/00,0,0,0,0,0,0,0,0
W11,Swamp,1/3/01,0,0,0,0,0,0,0,0
W11,Swamp,1/18/01,0,0,0,0,0,0,0,0
W11,Swamp,1/31/01,0,0,0,0,0,0,0,0
W11,Swamp,2/14/01,0,0,0,0,0,0,0,0
W11,Swamp,2/28/01,0,0,0,0,0,0,0,0
W11,Swamp,3/16/01,0.52,44.8276,40122.4981,52.703,40135.3769,52.7001,11034.8792,22.7642
W11,Swamp,3/30/01,0.93,80.1724,63646.5136,83.603,63669.6523,83.602,32398.3774,66.8356
W11,Swamp,4/10/01,1.18,101.732073,77334.603,105.5927,77364.0072,101.589012,50548.7436,104.278933
W11,Swamp,4/25/01,1.15,99.1379,75571.4021,99.2669,75599.7133,99.2669,47716.2423,98.4353
W11,Swamp,5/9/01,1.07,92.2414,71260.5154,93.6044,71286.8949,93.6039,41843.1775,86.3196
W11,Swamp,5/23/01,1.06,91.3793,70720.4482,92.895,70746.5913,92.8945,41133.2721,84.8551
W11,Swamp,6/8/01,1.12,96.5517,73950.7219,97.1381,73978.301,97.1379,45473.5277,93.8087
W11,Swamp,6/20/01,1.03,88.7931,69096.3169,90.7616,69121.7566,90.761,39036.0068,80.5286
W11,Swamp,7/5/01,1.03,88.7931,69096.3169,90.7616,69121.7566,90.761,39036.0068,80.5286
W11,Swamp,7/18/01,0.86,74.1379,59497.5209,78.1531,59518.9376,78.1519,28090.7512,57.9493
W11,Swamp,8/3/01,0.76,65.5172,53996.5993,70.9273,54015.5085,70.9256,22418.5195,46.2478
W11,Swamp,8/15/01,0.63,54.3103,47016.5535,61.7587,47032.2285,61.7561,15845.8767,32.6889
W11,Swamp,8/29/01,0.4,34.4828,28235.056,37.0882,28244.8982,37.0872,6755.0221,13.9351
W11,Swamp,9/11/01,0.28,24.1379,18470.0764,24.2614,18477.1685,24.2616,4031.6089,8.3169
W11,Swamp,9/26/01,0.08,6.8966,7526.4215,9.8863,7530.1235,9.8875,1406.7726,2.9021
W11,Swamp,10/11/01,0,0,0,0,0,0,0,0
W11,Swamp,10/25/01,0,0,0,0,0,0,0,0
W11,Swamp,11/7/01,0,0,0,0,0,0,0,0
W11,Swamp,11/21/01,0,0,0,0,0,0,0,0
W11,Swamp,12/20/01,0,0,0,0,0,0,0,0
W11,Swamp,1/4/02,0,0,0,0,0,0,0,0
W11,Swamp,1/16/02,0,0,0,0,0,0,0,0
W11,Swamp,2/1/02,0,0,0,0,0,0,0,0
W11,Swamp,2/15/02,0,0,0,0,0,0,0,0
W11,Swamp,2/26/02,0,0,0,0,0,0,0,0
W11,Swamp,3/13/02,0.34,29.3103,22393.3662,29.4148,22401.7826,29.4149,5251.1634,10.8328
W11,Swamp,3/27/02,0.43,37.069,33802.8877,44.4018,33813.4834,44.3991,7702.2274,15.8892
W11,Swamp,4/8/02,0.47,40.5172,36723.0152,48.2376,36734.6243,48.2347,9113.9978,18.8015
W11,Swamp,4/24/02,0.58,50,44134.43,57.9729,44148.836,57.97,13566.5663,27.9869
W11,Swamp,5/9/02,0.32,27.5862,20944.3739,27.5115,20952.3373,27.5117,4818.0382,9.9393
W11,Swamp,5/25/02,0,0,0,0,0,0,0,0
W11,Swamp,6/19/02,0,0,0,0,0,0,0,0
W11,Swamp,7/17/02,0,0,0,0,0,0,0,0
W11,Swamp,7/31/02,0,0,0,0,0,0,0,0
W11,Swamp,8/14/02,0,0,0,0,0,0,0,0
W11,Swamp,8/28/02,0,0,0,0,0,0,0,0
W11,Swamp,9/10/02,0,0,0,0,0,0,0,0
W11,Swamp,9/26/02,0,0,0,0,0,0,0,0
W11,Swamp,10/16/02,0,0,0,0,0,0,0,0
W11,Swamp,11/6/02,0.11,9.4828,8920.8721,11.718,8924.9377,11.719,1653.368,3.4108
W11,Swamp,11/21/02,0.41,35.3448,29649.6719,38.9464,29659.7606,38.945,7044.288,14.5319
W11,Swamp,12/3/02,0.34,29.3103,22393.3662,29.4148,22401.7826,29.4149,5251.1634,10.8328
W11,Swamp,12/18/02,0.41,35.3448,29649.6719,38.9464,29659.7606,38.945,7044.288,14.5319
W11,Swamp,1/2/03,0.76,65.5172,53996.5993,70.9273,54015.5085,70.9256,22418.5195,46.2478
W11,Swamp,1/13/03,0.65,56.0345,48133.6029,63.226,48149.7865,63.2235,16797.4116,34.6519
W11,Swamp,2/5/03,0.63,54.3103,47016.5535,61.7587,47032.2285,61.7561,15845.8767,32.6889
W11,Swamp,2/17/03,0.73,62.931,52408.1931,68.8409,52426.3566,68.8389,20822.5194,42.9554
W11,Swamp,3/5/03,1,86.2069,67467.1536,88.6216,67491.8958,88.6209,36987.5432,76.3027
W11,Swamp,3/18/03,1.28,110.352773,82298.843,114.2327,82330.9852,108.111426,59049.1076,121.814665
W11,Swamp,4/1/03,1.21,104.318283,78849.936,108.1847,78880.1553,103.579947,53028.6519,109.394832
W11,Swamp,4/10/03,1.32,113.801053,84215.043,117.6887,84248.2972,110.629162,62636.4556,129.215145
W11,Swamp,5/5/03,1.14,98.2759,75024.8496,98.549,75052.9166,98.5489,46963.2706,96.882
W11,Swamp,5/15/03,1.1,94.8276,72876.6281,95.7272,72903.7238,95.7269,44005.2498,90.7798
W11,Swamp,5/28/03,1.21,104.318283,78849.936,108.1847,78880.1553,103.579947,53028.6519,109.394832
W11,Swamp,6/10/03,1.22,105.180353,79350.083,109.0487,79380.5752,104.237076,53868.6596,111.127717
W11,Swamp,6/26/03,1.2,103.456213,78347.307,107.3207,78377.254,102.91956,52195.33,107.67574
W11,Swamp,7/8/03,1.22,105.180353,79350.083,109.0487,79380.5752,104.237076,53868.6596,111.127717
W11,Swamp,7/21/03,1.22,105.180353,79350.083,109.0487,79380.5752,104.237076,53868.6596,111.127717
W11,Swamp,8/6/03,1.3,112.076913,83261.907,115.9607,83294.604,109.37681,60829.41,125.48732
W11,Swamp,8/20/03,1.32,113.801053,84215.043,117.6887,84248.2972,110.629162,62636.4556,129.215145
W11,Swamp,9/3/03,1.27,109.490703,81813.588,113.3687,81845.4537,107.473846,58168.9851,119.999026
W11,Swamp,9/17/03,1.23,106.042423,79847.748,109.9127,79878.5137,104.890946,54715.3531,112.874394
W11,Swamp,9/29/03,1.25,107.766563,80835.632,111.6407,80866.9465,106.188913,56428.7975,116.409125
W11,Swamp,10/15/03,1.23,106.042423,79847.748,109.9127,79878.5137,104.890946,54715.3531,112.874394
W11,Swamp,10/29/03,1.26,108.628633,81325.851,112.5047,81357.4408,106.833008,57295.5484,118.197179
W11,Swamp,11/12/03,1.2,103.456213,78347.307,107.3207,78377.254,102.91956,52195.33,107.67574
W11,Swamp,11/24/03,1.27,109.490703,81813.588,113.3687,81845.4537,107.473846,58168.9851,119.999026
W11,Swamp,12/12/03,1.21,104.318283,78849.936,108.1847,78880.1553,103.579947,53028.6519,109.394832
W11,Swamp,12/23/03,1.2,103.456213,78347.307,107.3207,78377.254,102.91956,52195.33,107.67574
W11,Swamp,1/8/04,1.18,101.732073,77334.603,105.5927,77364.0072,101.589012,50548.7436,104.278933
W11,Swamp,1/21/04,1.19,102.594143,77842.196,106.4567,77871.8713,102.255915,51368.6939,105.97044
W11,Swamp,2/4/04,1.23,106.042423,79847.748,109.9127,79878.5137,104.890946,54715.3531,112.874394
W11,Swamp,2/18/04,1.29,111.214843,82781.616,115.0967,82814.0353,108.745747,59935.9159,123.644096
W11,Swamp,3/3/04,1.28,110.352773,82298.843,114.2327,82330.9852,108.111426,59049.1076,121.814665
W11,Swamp,3/17/04,0.8,68.9655,56160.9326,73.7703,56180.8405,73.7688,24621.5001,50.7924
W11,Swamp,3/31/04,1.23,106.042423,79847.748,109.9127,79878.5137,104.890946,54715.3531,112.874394
W11,Swamp,4/19/04,1.19,102.594143,77842.196,106.4567,77871.8713,102.255915,51368.6939,105.97044
W11,Swamp,4/28/04,1.03,88.7931,69096.3169,90.7616,69121.7566,90.761,39036.0068,80.5286
W11,Swamp,5/13/04,1.15,99.1379,75571.4021,99.2669,75599.7133,99.2669,47716.2423,98.4353
W11,Swamp,5/27/04,1.02,87.931,68553.7782,90.0489,68578.9848,90.0483,38347.7559,79.1087
W11,Swamp,6/9/04,1,86.2069,67467.1536,88.6216,67491.8958,88.6209,36987.5432,76.3027
W11,Swamp,6/23/04,1.11,95.6897,73414.0004,96.4331,73441.3373,96.4328,44736.7035,92.2887
W11,Swamp,7/7/04,1.22,105.180353,79350.083,109.0487,79380.5752,104.237076,53868.6596,111.127717
W11,Swamp,7/21/04,1.18,101.732073,77334.603,105.5927,77364.0072,101.589012,50548.7436,104.278933
W11,Swamp,8/2/04,1.08,93.1034,71799.8957,94.3129,71826.5127,94.3125,42558.4801,87.7952
W11,Swamp,8/17/04,1,86.2069,67467.1536,88.6216,67491.8958,88.6209,36987.5432,76.3027
W11,Swamp,9/4/04,0.88,75.8621,60631.1112,79.6421,60653.0346,79.641,29292.0199,60.4274
W11,Swamp,9/13/04,1,86.2069,67467.1536,88.6216,67491.8958,88.6209,36987.5432,76.3027
W11,Swamp,9/28/04,1,86.2069,67467.1536,88.6216,67491.8958,88.6209,36987.5432,76.3027
W11,Swamp,10/11/04,0.95,81.8966,64741.6563,85.0415,64765.2494,85.0406,33682.2653,69.4842
W11,Swamp,10/25/04,0.91,78.4483,62351.6091,81.9021,62374.296,81.9011,31136.7001,64.2328
W11,Swamp,11/10/04,0.86,74.1379,59497.5209,78.1531,59518.9376,78.1519,28090.7512,57.9493
W11,Swamp,11/23/04,1,86.2069,67467.1536,88.6216,67491.8958,88.6209,36987.5432,76.3027
W11,Swamp,12/8/04,1,86.2069,67467.1536,88.6216,67491.8958,88.6209,36987.5432,76.3027
W11,Swamp,12/20/04,0.96,82.7586,65287.9895,85.7591,65311.8108,85.7583,34332.4141,70.8254
W11,Swamp,1/4/05,1.03,88.7931,69096.3169,90.7616,69121.7566,90.761,39036.0068,80.5286
W11,Swamp,1/18/05,1.06,91.3793,70720.4482,92.895,70746.5913,92.8945,41133.2721,84.8551
W11,Swamp,2/3/05,1.09,93.9655,72338.5981,95.0205,72365.4538,95.0201,43279.1732,89.2819
W11,Swamp,2/15/05,1.09,93.9655,72338.5981,95.0205,72365.4538,95.0201,43279.1732,89.2819
W11,Swamp,3/2/05,1.1,94.8276,72876.6281,95.7272,72903.7238,95.7269,44005.2498,90.7798
W11,Swamp,3/16/05,1.22,105.180353,79350.083,109.0487,79380.5752,104.237076,53868.6596,111.127717
W11,Swamp,3/30/05,1.26,108.628633,81325.851,112.5047,81357.4408,106.833008,57295.5484,118.197179
W11,Swamp,4/19/05,1.68,144.835573,99673.803,148.7927,99717.4972,130.942882,99736.3636,205.749993
W11,Swamp,4/27/05,1.65,142.249363,98508.432,146.2007,98551.2265,129.411353,96313.7575,198.689365
W11,Swamp,5/25/05,1.6,137.939013,96516.507,141.8807,96557.814,126.79364,90743.13,187.1975
W11,Swamp,6/6/05,1.26,108.628633,81325.851,112.5047,81357.4408,106.833008,57295.5484,118.197179
W11,Swamp,6/21/05,1.25,107.766563,80835.632,111.6407,80866.9465,106.188913,56428.7975,116.409125
W11,Swamp,7/5/05,1.2,103.456213,78347.307,107.3207,78377.254,102.91956,52195.33,107.67574
W11,Swamp,7/19/05,1.22,105.180353,79350.083,109.0487,79380.5752,104.237076,53868.6596,111.127717
W11,Swamp,8/2/05,1.24,106.904493,80342.931,110.7767,80373.9708,105.541558,55568.7324,114.634863
W11,Swamp,8/15/05,1.24,106.904493,80342.931,110.7767,80373.9708,105.541558,55568.7324,114.634863
W11,Swamp,8/30/05,1.22,105.180353,79350.083,109.0487,79380.5752,104.237076,53868.6596,111.127717
W11,Swamp,9/12/05,1.13,97.4138,74486.8064,97.8423,74514.629,97.8421,46215.7158,95.3398
W11,Swamp,9/26/05,1.03,88.7931,69096.3169,90.7616,69121.7566,90.761,39036.0068,80.5286
W11,Swamp,10/11/05,0.99,85.3448,66923.0768,87.9069,66947.5877,87.9061,36315.5916,74.9165
W11,Swamp,10/24/05,0.89,76.7241,61201.92,80.3919,61224.0974,80.3909,29901.1828,61.6841
W11,Swamp,11/11/05,0.81,69.8276,56709.7981,74.4912,56729.9565,74.4898,25185.8512,51.9567
W11,Swamp,11/22/05,0.78,67.2414,55072.4239,72.3405,55091.8317,72.3388,23509.187,48.4978
W11,Swamp,12/7/05,0.87,75,60062.9929,78.8958,60084.6627,78.8947,28688.5516,59.1825
W11,Swamp,12/19/05,0.94,81.0345,64194.5456,84.3229,64217.9111,84.3219,33037.5836,68.1542
W11,Swamp,1/18/06,1.11,95.6897,73414.0004,96.4331,73441.3373,96.4328,44736.7035,92.2887
W11,Swamp,2/1/06,1.14,98.2759,75024.8496,98.549,75052.9166,98.5489,46963.2706,96.882
W11,Swamp,2/15/06,1.23,106.042423,79847.748,109.9127,79878.5137,104.890946,54715.3531,112.874394
W11,Swamp,3/1/06,1.25,107.766563,80835.632,111.6407,80866.9465,106.188913,56428.7975,116.409125
W11,Swamp,3/14/06,1.24,106.904493,80342.931,110.7767,80373.9708,105.541558,55568.7324,114.634863
W11,Swamp,3/27/06,1.23,106.042423,79847.748,109.9127,79878.5137,104.890946,54715.3531,112.874394
W11,Swamp,4/11/06,1.24,106.904493,80342.931,110.7767,80373.9708,105.541558,55568.7324,114.634863
W11,Swamp,4/25/06,1.07,92.2414,71260.5154,93.6044,71286.8949,93.6039,41843.1775,86.3196
W11,Swamp,5/8/06,0.99,85.3448,66923.0768,87.9069,66947.5877,87.9061,36315.5916,74.9165
W11,Swamp,5/23/06,1,86.2069,67467.1536,88.6216,67491.8958,88.6209,36987.5432,76.3027
W11,Swamp,6/5/06,0.89,76.7241,61201.92,80.3919,61224.0974,80.3909,29901.1828,61.6841
W11,Swamp,6/21/06,0.67,57.7586,49285.6469,64.7392,49302.33,64.7369,17771.7453,36.6619
W11,Swamp,7/4/06,0.34,29.3103,22393.3662,29.4148,22401.7826,29.4149,5251.1634,10.8328
W11,Swamp,7/18/06,0,0,0,0,0,0,0,0
W11,Swamp,8/1/06,0,0,0,0,0,0,0,0
W11,Swamp,8/15/06,0,0,0,0,0,0,0,0
W11,Swamp,8/30/06,0.25,21.5517,16935.418,22.2455,16941.8842,22.2457,3501.0235,7.2224
W11,Swamp,9/14/06,0.1,8.6207,8450.8283,11.1006,8454.7711,11.1016,1566.5144,3.2316
W11,Swamp,9/26/06,0,0,0,0,0,0,0,0
W11,Swamp,10/11/06,0,0,0,0,0,0,0,0
W11,Swamp,10/25/06,0,0,0,0,0,0,0,0
W11,Swamp,11/8/06,0,0,0,0,0,0,0,0
W11,Swamp,11/22/06,0,0,0,0,0,0,0,0
W11,Swamp,12/6/06,0,0,0,0,0,0,0,0
W11,Swamp,12/18/06,0,0,0,0,0,0,0,0
W11,Swamp,1/3/07,0.39,33.6207,27009.2758,35.4781,27018.873,35.4774,6478.9572,13.3656
W11,Swamp,1/17/07,0.53,45.6897,40820.057,53.6193,40833.1907,53.6164,11439.5848,23.5991
W11,Swamp,1/30/07,0.64,55.1724,47577.5825,62.4956,47593.5118,62.4931,16318.8516,33.6647
W11,Swamp,2/12/07,0.75,64.6552,53463.8999,70.2276,53482.5601,70.2258,21881.2199,45.1394
W11,Swamp,2/27/07,0.83,71.5517,57816.7174,75.9452,57837.3778,75.9439,26331.0961,54.3192
W11,Swamp,3/12/07,0.92,79.3103,63090.3269,82.8724,63113.2397,82.8714,31764.6712,65.5283
W11,Swamp,4/2/07,0.91,78.4483,62351.6091,81.9021,62374.296,81.9011,31136.7001,64.2328
W11,Swamp,4/9/07,0.88,75.8621,60631.1112,79.6421,60653.0346,79.641,29292.0199,60.4274
W11,Swamp,4/25/07,0.88,75.8621,60631.1112,79.6421,60653.0346,79.641,29292.0199,60.4274
W11,Swamp,5/9/07,0.71,61.2069,51364.5681,67.47,51382.2363,67.4679,19784.8117,40.8147
W11,Swamp,5/23/07,0.45,38.7931,35309.6922,46.3811,35320.795,46.3783,8393.537,17.3153
W11,Swamp,6/6/07,0.1,8.6207,8450.8283,11.1006,8454.7711,11.1016,1566.5144,3.2316
W11,Swamp,6/21/07,0,0,0,0,0,0,0,0
W11,Swamp,7/4/07,0,0,0,0,0,0,0,0
W11,Swamp,7/16/07,0,0,0,0,0,0,0,0
W11,Swamp,8/3/07,0,0,0,0,0,0,0,0
W11,Swamp,8/14/07,0,0,0,0,0,0,0,0
W11,Swamp,8/26/07,0,0,0,0,0,0,0,0
W11,Swamp,9/13/07,0,0,0,0,0,0,0,0
W11,Swamp,9/26/07,0,0,0,0,0,0,0,0
W11,Swamp,10/10/07,0,0,0,0,0,0,0,0
W11,Swamp,10/24/07,0,0,0,0,0,0,0,0
W11,Swamp,11/9/07,0,0,0,0,0,0,0,0
W11,Swamp,11/19/07,0,0,0,0,0,0,0,0
W11,Swamp,12/5/07,0,0,0,0,0,0,0,0
W11,Swamp,12/17/07,0,0,0,0,0,0,0,0
W11,Swamp,1/2/08,0,0,0,0,0,0,0,0
W11,Swamp,1/18/08,0,0,0,0,0,0,0,0
W11,Swamp,1/27/08,0,0,0,0,0,0,0,0
W11,Swamp,2/12/08,0.12,10.3448,9396.7832,12.3432,9400.9729,12.344,1744.9514,3.5997
W11,Swamp,2/28/08,0.55,47.4138,42236.3563,55.4796,42250,55.4767,12270.13,25.3124
W11,Swamp,3/12/08,0.7,60.3448,50845.9875,66.7888,50863.4087,66.7867,19273.7594,39.7604
W11,Swamp,3/25/08,0.77,66.3793,54532.8005,71.6317,54551.9588,71.6299,22961.1635,47.3673
W11,Swamp,4/9/08,0.85,73.2759,58934.651,77.4137,58955.8151,77.4125,27498.5925,56.7277
W11,Swamp,4/23/08,0.76,65.5172,53996.5993,70.9273,54015.5085,70.9256,22418.5195,46.2478
W11,Swamp,5/8/08,0.61,52.5862,45879.1363,60.2646,45894.3032,60.2619,14916.8855,30.7725
W11,Swamp,5/20/08,0.3,25.8621,19637.4841,25.7948,19645.006,25.7951,4412.452,9.1026
